ANDES-A,Order,Family,Genus,Species,,Latitude1,Longitude1,State,,
2776,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2777,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2778,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2779,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2780,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2781,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2889,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2890,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2891,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2892,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2893,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2894,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2895,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2896,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2897,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2898,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2899,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2900,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2901,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2902,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2903,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2904,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2905,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2906,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
2907,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.0739800000,-74.5710400000,Cundinamarca,,
1921,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8670000000,-73.6741900000,Santander,,
1482,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8670000000,-73.6741900000,Santander,,
1476,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822000000,-73.6775000000,Santander,,
1477,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822000000,-73.6775000000,Santander,,
1478,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822000000,-73.6775000000,Santander,,
1479,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822000000,-73.6775000000,Santander,,
1973,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822000000,-73.6775000000,Santander,,
1480,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822000000,-73.6775000000,Santander,,
1838,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822000000,-73.6775000000,Santander,,
1396,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822000000,-73.6775000000,Santander,,
1937,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822000000,-73.6775000000,Santander,,
1483,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822000000,-73.6775000000,Santander,,
1484,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822000000,-73.6775000000,Santander,,
4425,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822000000,-73.6775000000,Santander,,
2735,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2737,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2738,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2739,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2740,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2741,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2742,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2743,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2744,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2745,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2832,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2833,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2834,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2835,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2836,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2837,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2838,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2839,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2840,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2841,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2842,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2843,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2844,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2845,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2846,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2847,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2852,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2848,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2849,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2850,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2851,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.3453600000,-73.3064700000,Santander,,
2712,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2713,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2714,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2715,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2716,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2717,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2718,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2719,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2720,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2721,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2722,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2723,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2724,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2725,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2726,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2825,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2826,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2727,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2827,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2828,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2728,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2729,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2730,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2731,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2732,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2733,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2734,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2829,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2830,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2831,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.6723200000,-73.6144100000,Santander,,
2671,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2672,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2673,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2674,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2675,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2812,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2813,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2814,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2815,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2676,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2677,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2678,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2679,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2680,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2816,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2817,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2818,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2819,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2681,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2682,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2683,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2684,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2685,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2686,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2687,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.7938800000,-73.4752900000,Santander,,
2820,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2688,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2689,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2690,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2691,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2692,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2693,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2694,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2695,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2696,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2697,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2698,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2699,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2700,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2701,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2702,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2703,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2704,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2705,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2706,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2707,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2708,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2709,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2710,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2711,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2821,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2822,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2823,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
2824,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.9131000000,-73.0464600000,Santander,,
1481,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0793700000,-73.5520500000,Santander,,
1289,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0793700000,-73.5520500000,Santander,,
2616,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2617,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2618,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2619,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2620,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2621,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2622,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2623,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2624,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2625,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2626,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2627,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2628,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2629,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2630,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2631,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2632,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2794,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2795,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2796,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2797,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2798,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2633,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2634,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2635,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2636,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2637,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2638,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2639,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.0800500000,-73.5367700000,Santander,,
2653,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2654,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2655,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2656,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2657,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2658,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2659,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2660,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2661,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2662,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2663,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2664,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2665,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2666,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2667,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2668,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2799,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2800,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2801,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2802,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2803,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2804,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2805,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2806,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2807,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2808,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2809,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
2810,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,7.2334200000,-73.1960400000,Santander,,
